Taxon,Domain,Supergroup,Phylum,Class,Order,Family,Genus,Species,Other names,Notes,Trophic strategy,Cell Cover,Shape,Spicule,Symmetry,Polarity,Colony,Motility,Chloroplast,Ingestion,Behavior,Mutualistic Host,Symbiotic,Symbiont location,Host Specialization,Symbiont Specialization,Prey Specialization,Mucilage,Chemical Signal,Nutrient Affinity,Oxygen Tolerance,Salinity,Temperature,Depth,Toxygenity,Benthic Phase,Cyst Spore,Sexual reproduction or division,Ploidy,Genome Size,Presence in other subeuphotic regions?,Presence in extreme environment?,Lab-based studies,Field-based studies,Sequencing,Gene expression,Genes of note,Notes on phylogenetic placement,Resources
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-55;Dino-Group-II-Clade-55_X;Dino-Group-II-Clade-55_X_sp.;,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-55,Dino-Group-II-Clade-55_X,Dino-Group-II-Clade-55_X_sp.,,,,Naked,Round,0,Bilateral,Heteropolar,,Attached,,,,,Parasite ,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-6;Dino-Group-II-Clade-6_X;Dino-Group-II-Clade-6_X_sp.;,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.,,higher relative abundance in aphotic zone,,Naked,Round,0,Bilateral,Heteropolar,,Attached,,,,,Parasite ,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-7;Dino-Group-II-Clade-7_X;Dino-Group-II-Clade-7_X_sp.;,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.,,higher relative abundance in aphotic zone,,Naked,Round,0,Bilateral,Heteropolar,,Attached,,,,,Parasite ,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-8;Dino-Group-II-Clade-8_X;Dino-Group-II-Clade-8_X_sp.;,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-8,Dino-Group-II-Clade-8_X,Dino-Group-II-Clade-8_X_sp.,,,,Naked,Round,0,Bilateral,Heteropolar,,Attached,,,,,Parasite ,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-9;Dino-Group-II-Clade-9_X;Dino-Group-II-Clade-9_X_sp.;,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-9,Dino-Group-II-Clade-9_X,Dino-Group-II-Clade-9_X_sp.,,,,Naked,Round,0,Bilateral,Heteropolar,,Attached,,,,,Parasite ,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-III;Dino-Group-III_X;Dino-Group-III_XX;Dino-Group-III_XX_sp.;,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.,,consists of environmental sequences,,Naked,Round,0,Bilateral,Heteropolar,,Attached,,,,,Parasite ,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-IV;Dino-Group-IV-Hematodinium-Group;Hematodinium;Hematodinium_sp.;,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-IV,Dino-Group-IV-Hematodinium-Group,Hematodinium,Hematodinium_sp.,nomen novum: Halophilodinium,infect other metazoans,,Naked,Round,0,Bilateral,Heteropolar,Filamentous,Attached,0,Myzocytotic,Passive_Ambush_Feeder,,Parasite,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-IV;Dino-Group-IV-Syndinium-Group;Syndinium,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-IV,Dino-Group-IV-Syndinium-Group,Syndinium,NA,,infect other metazoans,,Naked,Round,0,Bilateral,Heteropolar,None,Attached,0,Myzocytotic,Passive_Ambush_Feeder,,Parasite,Endo,,,,,,,,Marine,,,,,1,,Haplontic,,,,,,,,,,
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-V;Dino-Group-V_X;Dino-Group-V_XX;Dino-Group-V_XX_sp.;,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-V,Dino-Group-V_X,Dino-Group-V_XX,Dino-Group-V_XX_sp.,,consists of environmental sequences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Alveolata;Perkinsea;Perkinsida;Perkinsida_X,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,NA,NA,NA,,,,Naked,Round,0,Sphereical ,Heteropolar,None,Attached,0,Myzocytotic,Passive_Ambush_Feeder,No,Parasite,,,,,,,,,,,,,,1,,,,,,,,,,,,
Eukaryota;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Parvilucifera-group;Parvilucifera;Parvilucifera_prorocentri;,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,Parvilucifera-group,Parvilucifera,Parvilucifera_prorocentri,"Phylum: Dinophyta, Class: Perkinsophyceae, Order: Perkinsales, Famile: Parviluciferaceae (WoRMS)","a tube-forming intracellular parasite of the marine benthic dinoflagellate Prorocentrum fukuyoi; Novel features: presence of clustered, ovoid, membrane-bound ""microbodies""",,Naked,Round,0,Bilateral,Heteropolar,None,Attached,0,Myzocytotic,Passive_Ambush_Feeder,No,Parasite,Endo,Prorocentrum fukuyoi (Dinoflagellate),,"Infects the marine, benthic, non-toxic dinoflagellate Prorocentrum fukuyoi",,,,,Marine,,,,,1,,,,,,"Hoppenrath, et al., 2009. Sporangia of P. prorocentri grew in the host cytoplasm until occupied nearly the complete host cell & a thick sporangium wall had formed. Reiform zooids of P. p had following morphological characteristics: (1) a posterior refractile body, (2) a long anterior (transverse) flagellum with a heteromorphic pair of central microtubules in the anterior axoneme, (3) a short posterior flagellum, (4) a reduced pseudoconoid, (5) micronemes, (6) oblong microbodies, (7) bipartite trichocysts, (8) a syndinean-like nucleus (i.e. a nucleus with a conspicuous nucleolus and condensed chromatin distributed beneath the nuclear envelope), and (9) a golgi apparatus with six cisternae. Article full name: Molecular Phylogeny of Parvilucifera prorocentri (Alveolata, Myzozoa): Insights into Perkinsid Character Evolution",,,,,,
Eukaryota;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Perkinsida_XX,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,Perkinsida_XX,NA,NA,,,,Naked,Round,0,Sphereical ,Heteropolar,None,Attached,0,Myzocytotic,Passive_Ambush_Feeder,No,Parasite,Ecto,,,Mollusc,,,,,Marine,,,,,1,,,,,,,,,,,,"Okamoto, et al., 2014. https://doi.org/10.3390/microorganisms2010073, Okamoto, et al., 2014. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3879320/"
Eukaryota;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Perkinsida_XX;Perkinsida_XXX;Perkinsida_XXX_sp.;,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,Perkinsida_XX,Perkinsida_XXX,Perkinsida_XXX_sp.,,,,Naked,Round,0,Sphereical ,Heteropolar,None,Attached,0,Myzocytotic,Passive_Ambush_Feeder,No,Parasite,Ecto,,,Mollusc,,,,,Marine,,,,,1,,,,,,,,,,,,"Okamoto, et al., 2014. https://doi.org/10.3390/microorganisms2010073, Okamoto, et al., 2014. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3879320/"
Eukaryota;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Perkinsida_XX;Perkinsus,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,Perkinsida_XX,Perkinsus,NA,"Phylum: Myzozoa, Class: Perkinsea, Family: Perkinsidae (WoRMS)",,,Naked,Round,0,Sphereical ,Heteropolar,None,Attached,0,Myzocytotic,Passive_Ambush_Feeder,No,Parasite,Ecto,,,Mollusc,,,,,Marine,,,,,1,,,,,,,,,,,,"Okamoto, et al., 2014. https://doi.org/10.3390/microorganisms2010073, Okamoto, et al., 2014. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3879320/"
Eukaryota;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Perkinsida_XX;Perkinsus;Perkinsus_mediterraneus;,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,Perkinsida_XX,Perkinsus,Perkinsus_mediterraneus,"Orig name: Perkinsus mediterraneus Casas, Grau, Apakupaku, Azevedo & Villalba, 2004; Phylum: Myzozoa, Class: Perkinsea, Family: Perkinsidae",,,Naked,Round,0,Sphereical ,Heteropolar,None,Attached,0,Myzocytotic,Passive_Ambush_Feeder,No,Parasite,Ecto,,,Mollusc,,,,,Marine,,,,,1,,,,,,,,,,,,"Okamoto, et al., 2014. https://doi.org/10.3390/microorganisms2010073, Okamoto, et al., 2014. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3879320/"
Eukaryota;Amoebozoa;Breviatea;Breviatea_X;Breviatea_XX;Subulatomonas-lineage,Eukaryota,Amoebozoa,Breviatea,Breviatea_X,Breviatea_XX,Subulatomonas-lineage,NA,NA,Group: Obazoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Breviatea;Breviatea_X;Breviatea_XX;Subulatomonas-lineage;Subulatomonas-lineage_X;Subulatomonas-lineage_X_sp.;,Eukaryota,Amoebozoa,Breviatea,Breviatea_X,Breviatea_XX,Subulatomonas-lineage,Subulatomonas-lineage_X,Subulatomonas-lineage_X_sp.,,,,,,,,,,,,,,,,,,,Predates on Gammaproteobacteria,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Breviatea;NAMAKO-1-lineage;NAMAKO-1-lineage_X;NAMAKO-1-lineage_XX;NAMAKO-1-lineage_XXX;NAMAKO-1-lineage_XXX_sp.;,Eukaryota,Amoebozoa,Breviatea,NAMAKO-1-lineage,NAMAKO-1-lineage_X,NAMAKO-1-lineage_XX,NAMAKO-1-lineage_XXX,NAMAKO-1-lineage_XXX_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Breviatea;YS16Ec34-lineage;YS16Ec34-lineage_X;YS16Ec34-lineage_XX;YS16Ec34-lineage_XXX;YS16Ec34-lineage_XXX_sp.;,Eukaryota,Amoebozoa,Breviatea,YS16Ec34-lineage,YS16Ec34-lineage_X,YS16Ec34-lineage_XX,YS16Ec34-lineage_XXX,YS16Ec34-lineage_XXX_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Conosa;Mycetozoa-Myxogastrea;Stemonitales-Physarales;Physaraceae;Fuligo,Eukaryota,Amoebozoa,Conosa,Mycetozoa-Myxogastrea,Stemonitales-Physarales,Physaraceae,Fuligo,NA,Order: Stemonitida, Fruiting body an aethalium; pseudocapillitium present,,,Amoeboid,0,Asymetrical,Heteropolar,None,,0,,,,,,,,,,,,,,137,2309,,,,,,,,,,pH from asv-table 5.69,,,,,"Liu, C. H., & Chang, J. H. (2012). Six genera of Physaraceae (Myxomycetes) in Taiwan. Taiwania, 57(3), 263-270."
Eukaryota;Amoebozoa;Conosa;Variosea;Variosea_X,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,NA,NA,NA,Class Variosea has two Orders: Luffisphaerida and Stereomyxida,,,,Amoeboid,0,Asymetrical,Heteropolar,None,,0,,,,,,,,,,,,,,6.6,1517,,,,,,,,,,pH from asv-table 5.84,,,,,
Eukaryota;Amoebozoa;Conosa;Variosea;Variosea_X;Filamoebidae;Filamoeba,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Filamoebidae,Filamoeba,NA,,,,,Amoeboid,0,Asymetrical,Heteropolar,None,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Conosa;Variosea;Variosea_X;Schizoplasmodiids,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Schizoplasmodiids,NA,NA,Order: Schizoplasmodiida (WoRMS),,,Naked,Amoeboid,0,Asymetrical,Heteropolar,None,Floater,0,Saprotrophic,Passive Ambush Feeder,No,No,,,,,,,,Mostly adapted to anoxic environments,Soil,21,2376,,,1,,,,,,,ph from asv-table 7.72,,,,,
Eukaryota;Amoebozoa;Conosa;Variosea;Variosea_X;Variosea_XX;Variosea_XXX;Variosea_XXX_sp.;,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Variosea_XX,Variosea_XXX,Variosea_XXX_sp.,,,,,Amoeboid,0,Asymetrical,Heteropolar,None,,0,,,,,,,,,,,,,,25.4,1520,,,,,,,,,,ph from asv-table 6.6,,,,,
Eukaryota;Amoebozoa;Lobosa;Discosea-Flabellinia;Dactylopodida;Paramoebidae;Neoparamoeba;Neoparamoeba_aestuarina;,Eukaryota,Amoebozoa,Lobosa,Discosea-Flabellinia,Dactylopodida,Paramoebidae,Neoparamoeba,Neoparamoeba_aestuarina,Family: Vexilliferidae,contain an intracellular eukaryotic symbiont (parasome) related to Kinetoplastida,,,,,,,,,,,,,,,,Unknown symbiotic relationship with Kinetoplastid Icthyobodo,,,,,,Brackish,,,,,,,,,"New strain found in deep-sea. Volkova E., Kudryavtsev A. 2017. Description of Neoparamoeba longipodia and a new strain of Neoparamobea aestuarina from deep-sea habitats. ",,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Discosea-Flabellinia;Vannellida;Vannellidae,Eukaryota,Amoebozoa,Lobosa,Discosea-Flabellinia,Vannellida,Vannellidae,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Discosea-Flabellinia;Vannellida;Vannellidae;Vannella,Eukaryota,Amoebozoa,Lobosa,Discosea-Flabellinia,Vannellida,Vannellidae,Vannella,NA,,Eaten by Multicilia marine (Amoeba),,,,,,,,,,,,,,,,Unknown symbiotic relationship with Gammaproteobacteria Occultobacter vannellae,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Discosea-Flabellinia;Vannellida;Vannellidae;Vannella;Vannella_sp.;,Eukaryota,Amoebozoa,Lobosa,Discosea-Flabellinia,Vannellida,Vannellidae,Vannella,Vannella_sp.,,,,Naked,Amoeboid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Lobosa_X;Centramoebida;Acanthamoebidae;Acanthamoeba;Acanthamoeba_sp.;,Eukaryota,Amoebozoa,Lobosa,Lobosa_X,Centramoebida,Acanthamoebidae,Acanthamoeba,Acanthamoeba_sp.,Class: Discosea-Longamoebia,Opportunistic parasite (pathogenic),,Naked,Amoeboid,0,Asymetrical,Heteropolar,None,Gliding,0,Phagotrophic,Active_Ambush_Feeder,No,No,,Bacteria__algae,Some host parasitic gamma/beta proteobacteria,0,,,,,,,,,,1,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Lobosa_X;Himatismenida;Parvamoebidae;Parvamoeba;Parvamoeba_monoura;,Eukaryota,Amoebozoa,Lobosa,Lobosa_X,Himatismenida,Parvamoebidae,Parvamoeba,Parvamoeba_monoura,Class: Discosea-Flabellinia,,,Naked,Amoeboid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Lobosa_X;Himatismenida;Parvamoebidae;Parvamoeba;Parvamoeba_rugata;,Eukaryota,Amoebozoa,Lobosa,Lobosa_X,Himatismenida,Parvamoebidae,Parvamoeba,Parvamoeba_rugata,Class: Discosea-Flabellina,,,Naked,Amoeboid,0,asymmetric,,,,,,,,,,,,Bactivorous,glycocalyx,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Lobosa_X;Lobosa_XX;LKM74-lineage;LKM74-lineage_X;LKM74-lineage_X_sp.;,Eukaryota,Amoebozoa,Lobosa,Lobosa_X,Lobosa_XX,LKM74-lineage,LKM74-lineage_X,LKM74-lineage_X_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Lobosa_X;Stygamoebida;Stygamoebida_X;Stygamoebida_XX;Stygamoebida_XX_sp.;,Eukaryota,Amoebozoa,Lobosa,Lobosa_X,Stygamoebida,Stygamoebida_X,Stygamoebida_XX,Stygamoebida_XX_sp.,,,,Naked,Amoeboid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Lobosa_X;Stygamoebida;Vermistella-lineage;Vermistella,Eukaryota,Amoebozoa,Lobosa,Lobosa_X,Stygamoebida,Vermistella-lineage,Vermistella,NA,,,,Naked,Amoeboid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Lobosa_X;Stygamoebida;Vermistella-lineage;Vermistella;Vermistella_sp.;,Eukaryota,Amoebozoa,Lobosa,Lobosa_X,Stygamoebida,Vermistella-lineage,Vermistella,Vermistella_sp.,,,,Naked,Amoeboid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Lobosa-G1;Lobosa-G1_X;Lobosa-G1_XX;Lobosa-G1_XXX;Lobosa-G1_XXX_sp.;,Eukaryota,Amoebozoa,Lobosa,Lobosa-G1,Lobosa-G1_X,Lobosa-G1_XX,Lobosa-G1_XXX,Lobosa-G1_XXX_sp.,,,,Naked,Amoeboid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Tubulinea,Eukaryota,Amoebozoa,Lobosa,Tubulinea,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Tubulinea;Echinamoebida;Echinamoebidae;Echinamoeba;Echinamoeba_sp.;,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Echinamoebida,Echinamoebidae,Echinamoeba,Echinamoeba_sp.,,,,Naked,Amoeboid,0,Asymetrical,Heteropolar,None,Gliding,0,Phagotrophic,Active_Ambush_Feeder,No,No,,,Echinamoeba exundans host parasitic actinobacteria and proteobacteria,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Tubulinea;Echinamoebida;Vermamoebidae;Hartmannella,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Echinamoebida,Vermamoebidae,Hartmannella,NA,,,,Naked,Amoeboid,,,,,,,,,,Host parasitic Proteobacteria ,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Tubulinea;Echinamoebida;Vermamoebidae;Hartmannella;Hartmannella_vermiformis;,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Echinamoebida,Vermamoebidae,Hartmannella,Hartmannella_vermiformis,Vermamoeba vermiformis ,,,Naked,Amoeboid,0,Asymetrical,Heteropolar,None,Gliding,0,Phagptrophic,Active Ambush Feeder,,Host parasitic chlamydiae,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Tubulinea;Leptomyxida,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Leptomyxida,NA,NA,NA,,,,Naked,Amoeboid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Tubulinea;Leptomyxida;Flabellulidae,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Leptomyxida,Flabellulidae,NA,NA,,,,Naked,Amoeboid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Tubulinea;Leptomyxida;Flabellulidae;Flabellulidae_X;Flabellulidae_X_sp.;,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Leptomyxida,Flabellulidae,Flabellulidae_X,Flabellulidae_X_sp.,,,,Naked,Amoeboid,0,Asymetrical,Heteropolar,None,Floater,0,Phagotrophic,Active_Ambush_Feeder,No,No,,,,,,,,,,,,,,1,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Tubulinea;Leptomyxida;Flabellulidae;Paraflabellula,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Leptomyxida,Flabellulidae,Paraflabellula,NA,,,,Naked,Amoeboid,0,Asymetrical,Heteropolar,None,Floater,0,Phagotrophic,Active_Ambush_Feeder,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Tubulinea;Leptomyxida;Rhizamoeba-saxonica-lineage;Rhizamoeba;Rhizamoeba_saxonica;,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Leptomyxida,Rhizamoeba-saxonica-lineage,Rhizamoeba,Rhizamoeba_saxonica,,,,Naked,Amoeboid,0,Asymetrical,Heteropolar,None,Floater,0,Phagotrophic,Active_Ambush_Feeder,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Tubulinea;Nolandida;Nolandellidae,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Nolandida,Nolandellidae,NA,NA,,,,Naked,Amoeboid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Tubulinea;Nolandida;Nolandellidae;Nolandella;Nolandella_sp.;,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Nolandida,Nolandellidae,Nolandella,Nolandella_sp.,,,,Organic,Amoeboid,0,Asymetrical,Heteropolar,None,Floater,0,Phagotrophic,Active_Ambush_Feeder,No,No,,,,,,,,,Marine,,,,,1,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Tubulinea;Nolandida;Nolandellidae;Nolandellidae_X;Nolandellidae_X_sp.;,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Nolandida,Nolandellidae,Nolandellidae_X,Nolandellidae_X_sp.,,,,Organic,Amoeboid,0,Asymetrical,Heteropolar,None,Floater,0,Phagotrophic,Active_Ambush_Feeder,No,No,,,,,,,,,Marine,,,,,1,,,,,,,,,,,,
Eukaryota;Amoebozoa;Lobosa;Tubulinea;Tubulinea_X;Tubulinea_XX;Tubulinea_XXX;Tubulinea_XXX_sp.;,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Tubulinea_X,Tubulinea_XX,Tubulinea_XXX,Tubulinea_XXX_sp.,,,,Naked,Amoeboid,0,,Heteropolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Apusozoa,Eukaryota,Apusozoa,NA,NA,NA,NA,NA,NA,,,,,Amoeboid,0,,Heteropolar,,Gliding,0,Phagotrophic,,,,,,,Bacteria,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Apusozoa;Apusomonadidae,Eukaryota,Apusozoa,Apusomonadidae,NA,NA,NA,NA,NA,,,,,Amoeboid,0,,Heteropolar,,Gliding,0,Phagotrophic,,,,,,,Bacteria,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Apusozoa;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX,Eukaryota,Apusozoa,Apusomonadidae,Apusomonadidae_Group-1,Apusomonadidae_Group-1_X,Apusomonadidae_Group-1_XX,NA,NA,,,,Organic,Amoeboid,0,Bilateral,Heteropolar,None,Gliding,0,Phagotrophic,Active Ambush Feeder,,,,,,Bacteria,,,,,,,,,Yes,0,,,,,,,,,,,,
Eukaryota;Apusozoa;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX;Amastigomonas;Amastigomonas_sp.;,Eukaryota,Apusozoa,Apusomonadidae,Apusomonadidae_Group-1,Apusomonadidae_Group-1_X,Apusomonadidae_Group-1_XX,Amastigomonas,Amastigomonas_sp.,incertae sedis,Many speceis have been reassigned to new genera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Apusozoa;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX;Apusomonadidae_Group-1_XXX;Apusomonadidae_Group-1_XXX_sp.;,Eukaryota,Apusozoa,Apusomonadidae,Apusomonadidae_Group-1,Apusomonadidae_Group-1_X,Apusomonadidae_Group-1_XX,Apusomonadidae_Group-1_XXX,Apusomonadidae_Group-1_XXX_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Apusozoa;Apusomonadidae;Apusomonadidae_Group-4;Apusomonadidae_Group-4_X;Apusomonadidae_Group-4_XX;Diphylleia;Diphylleia_rotans;,Eukaryota,Apusozoa,Apusomonadidae,Apusomonadidae_Group-4,Apusomonadidae_Group-4_X,Apusomonadidae_Group-4_XX,Diphylleia,Diphylleia_rotans,incertae sedis; CRuMS- Collodictyonidae,,,,,,,,,,,,,,,,,,Bacteria and Chlorophyceae,,,,,,,,,,,,,,,,,,"Kamikawa R., et al. 2016. Group II Intron Mediated Trans-Splicing in the Gene-Rich Mitochondrial Genome of an Enigmatic Eukayote, Diphylleia rotans. ",,,,
Eukaryota;Apusozoa;Hilomonadea;Planomonadida;Planomonadidae;Planomonadidae_Group-1,Eukaryota,Apusozoa,Hilomonadea,Planomonadida,Planomonadidae,Planomonadidae_Group-1,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eukaryota;Apusozoa;Hilomonadea;Planomonadida;Planomonadidae;Planomonadidae_Group-1;Ancyromonas,Eukaryota,Apusozoa,Hilomonadea,Planomonadida,Planomonadidae,Planomonadidae_Group-1,Ancyromonas,NA,,,,Organic,Elongated,0,Bilateral,Heteropolar,None,Gliding,0,Phagotrophic,Active Ambush Feeder,,No,,,,Bacteria,,,,,,,,,Benthic,0,,,,,,,,,,,,
Eukaryota;Apusozoa;Hilomonadea;Planomonadida;Planomonadidae;Planomonadidae_Group-1;Ancyromonas;Ancyromonas_micra;,Eukaryota,Apusozoa,Hilomonadea,Planomonadida,Planomonadidae,Planomonadidae_Group-1,Ancyromonas,Ancyromonas_micra,Basionym: Planomonas micra,,,Organic,Elongated,0,Bilateral,Heteropolar,None,Gliding,0,Phagotrophic,Active Ambush Feeder,,No,,,,Bacteria,,,,,Marine,,,,Benthic,0,,,,,,,,,,,,
Eukaryota;Apusozoa;Hilomonadea;Planomonadida;Planomonadidae;Planomonadidae_Group-1;Planomonadidae_Group-1_X;Planomonadidae_Group-1_X_sp.;,Eukaryota,Apusozoa,Hilomonadea,Planomonadida,Planomonadidae,Planomonadidae_Group-1,Planomonadidae_Group-1_X,Planomonadidae_Group-1_X_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
